,open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2022-01-01 00:00:00,1640995200000.0,0.0001,0.0001019,9.35e-05,0.0001003,224714.42,1641081599999.0,21.77941059,2779.0,102689.81,9.99965044,0.0
2022-01-02 00:00:00,1641081600000.0,0.0001003,0.0001025,9.59e-05,9.69e-05,90411.6,1641167999999.0,8.92674305,1650.0,37478.32,3.70046681,0.0
2022-01-03 00:00:00,1641168000000.0,9.69e-05,0.0001172,9.61e-05,0.0001134,468476.46,1641254399999.0,50.88011667,7316.0,239721.83,25.82918445,0.0
2022-01-04 00:00:00,1641254400000.0,0.0001135,0.0001185,0.0001025,0.0001048,468837.42,1641340799999.0,50.40174115,9009.0,174028.27,18.88179072,0.0
2022-01-05 00:00:00,1641340800000.0,0.0001049,0.0001094,9.43e-05,9.82e-05,555363.23,1641427199999.0,57.53488102,7968.0,254220.0,26.47888241,0.0
2022-01-06 00:00:00,1641427200000.0,9.83e-05,0.0001023,9.47e-05,9.67e-05,652448.66,1641513599999.0,63.57011507,7514.0,333424.09,32.54154121,0.0
2022-01-07 00:00:00,1641513600000.0,9.67e-05,9.69e-05,8.85e-05,8.88e-05,524147.62,1641599999999.0,48.38308086,7051.0,267911.42,24.82062847,0.0
2022-01-08 00:00:00,1641600000000.0,8.89e-05,9.16e-05,8.39e-05,8.6e-05,242560.91,1641686399999.0,21.42099045,3678.0,118278.36,10.46401954,0.0
2022-01-09 00:00:00,1641686400000.0,8.6e-05,9.38e-05,8.35e-05,8.99e-05,360389.29,1641772799999.0,31.71627891,3700.0,179579.72,15.80663347,0.0
2022-01-10 00:00:00,1641772800000.0,9e-05,9.02e-05,8.01e-05,8.37e-05,269559.74,1641859199999.0,22.74008221,4301.0,135176.81,11.4599461,0.0
2022-01-11 00:00:00,1641859200000.0,8.37e-05,8.43e-05,7.78e-05,8.14e-05,350769.99,1641945599999.0,28.44807411,4661.0,171088.31,13.93334175,0.0
2022-01-12 00:00:00,1641945600000.0,8.16e-05,9.09e-05,7.97e-05,9.05e-05,315895.21,1642031999999.0,26.4912018,5506.0,155790.11,13.12036515,0.0
2022-01-13 00:00:00,1642032000000.0,9.05e-05,9.28e-05,8.31e-05,8.31e-05,322587.38,1642118399999.0,28.14491311,4265.0,143132.89,12.56972095,0.0
2022-01-14 00:00:00,1642118400000.0,8.35e-05,8.47e-05,7.88e-05,8.21e-05,260203.23,1642204799999.0,21.2268666,3190.0,124479.29,10.20646388,0.0
2022-01-15 00:00:00,1642204800000.0,8.21e-05,8.7e-05,8.05e-05,8.46e-05,143699.65,1642291199999.0,12.02789146,2294.0,74055.94,6.24367792,0.0
2022-01-16 00:00:00,1642291200000.0,8.44e-05,8.7e-05,8.24e-05,8.36e-05,126332.64,1642377599999.0,10.60179442,1749.0,63016.96,5.29935698,0.0
2022-01-17 00:00:00,1642377600000.0,8.36e-05,8.42e-05,7.52e-05,7.57e-05,266987.78,1642463999999.0,20.87348489,2867.0,140262.86,10.97983851,0.0
2022-01-18 00:00:00,1642464000000.0,7.58e-05,7.83e-05,6.94e-05,7.07e-05,455118.22,1642550399999.0,33.04361148,3451.0,235498.33,17.13873065,0.0
2022-01-19 00:00:00,1642550400000.0,7.08e-05,7.55e-05,6.7e-05,7.12e-05,328526.68,1642636799999.0,23.24171387,2977.0,164674.35,11.6942271,0.0
2022-01-20 00:00:00,1642636800000.0,7.12e-05,7.78e-05,6.96e-05,6.96e-05,310671.4,1642723199999.0,22.79191304,2728.0,167415.91,12.31431795,0.0
2022-01-21 00:00:00,1642723200000.0,6.98e-05,7.15e-05,6.23e-05,6.61e-05,751400.78,1642809599999.0,50.20869571,6016.0,352908.9,23.58089692,0.0
2022-01-22 00:00:00,1642809600000.0,6.61e-05,6.86e-05,5.75e-05,6.09e-05,366105.81,1642895999999.0,22.63395103,3588.0,163008.66,10.16713533,0.0
2022-01-23 00:00:00,1642896000000.0,6.11e-05,6.57e-05,5.97e-05,6.21e-05,232795.19,1642982399999.0,14.48421696,4691.0,120900.0,7.53028561,0.0
2022-01-24 00:00:00,1642982400000.0,6.17e-05,6.38e-05,5.43e-05,6.21e-05,517852.94,1643068799999.0,29.88697891,4987.0,254345.13,14.74027346,0.0
2022-01-25 00:00:00,1643068800000.0,6.21e-05,6.65e-05,6.07e-05,6.24e-05,358150.11,1643155199999.0,22.6283088,3190.0,178008.4,11.26804923,0.0
2022-01-26 00:00:00,1643155200000.0,6.25e-05,7.15e-05,6.15e-05,6.78e-05,358886.82,1643241599999.0,23.20936911,5560.0,204949.43,13.25186638,0.0
2022-01-27 00:00:00,1643241600000.0,6.78e-05,7.21e-05,6.64e-05,6.7e-05,346944.75,1643327999999.0,23.92133018,5672.0,179055.53,12.37728288,0.0
2022-01-28 00:00:00,1643328000000.0,6.72e-05,7.57e-05,6.62e-05,7.5e-05,209655.84,1643414399999.0,14.69260612,5134.0,122511.22,8.59630243,0.0
2022-01-29 00:00:00,1643414400000.0,7.52e-05,8.6e-05,7.49e-05,8.33e-05,667886.82,1643500799999.0,54.14248007,8290.0,340331.33,27.5594988,0.0
2022-01-30 00:00:00,1643500800000.0,8.37e-05,9.92e-05,7.82e-05,8.16e-05,700232.6,1643587199999.0,61.61495441,8464.0,335051.05,29.56441492,0.0
2022-01-31 00:00:00,1643587200000.0,8.14e-05,9.64e-05,7.75e-05,9.07e-05,759074.35,1643673599999.0,66.19576699,9524.0,418996.43,36.38047993,0.0
2022-02-01 00:00:00,1643673600000.0,9.09e-05,0.0001043,8.95e-05,9.68e-05,597597.35,1643759999999.0,57.74902417,10162.0,318039.35,30.81305385,0.0
2022-02-02 00:00:00,1643760000000.0,9.68e-05,0.0001133,8.82e-05,8.83e-05,891279.26,1643846399999.0,87.83587979,12311.0,425854.25,42.24964342,0.0
2022-02-03 00:00:00,1643846400000.0,8.87e-05,9.43e-05,8.62e-05,9.03e-05,864435.71,1643932799999.0,77.75281904,6973.0,413659.13,37.3478292,0.0
2022-02-04 00:00:00,1643932800000.0,9e-05,9.18e-05,8.61e-05,8.69e-05,713184.85,1644019199999.0,63.33413674,9060.0,342627.46,30.49954644,0.0
2022-02-05 00:00:00,1644019200000.0,8.68e-05,9.62e-05,8.47e-05,8.95e-05,673838.8,1644105599999.0,61.30298115,9370.0,322239.08,29.44657818,0.0
2022-02-06 00:00:00,1644105600000.0,8.99e-05,9.26e-05,8.24e-05,8.43e-05,400066.36,1644191999999.0,35.23644264,6312.0,174690.28,15.44541988,0.0
2022-02-07 00:00:00,1644192000000.0,8.44e-05,9e-05,8.2e-05,8.31e-05,485010.37,1644278399999.0,41.46731751,7500.0,215717.0,18.51930578,0.0
2022-02-08 00:00:00,1644278400000.0,8.31e-05,8.38e-05,7.46e-05,7.69e-05,417394.17,1644364799999.0,32.5433786,5944.0,177815.28,13.90109946,0.0
2022-02-09 00:00:00,1644364800000.0,7.72e-05,7.9e-05,7.42e-05,7.51e-05,455928.39,1644451199999.0,34.6950324,3958.0,176325.37,13.42450085,0.0
2022-02-10 00:00:00,1644451200000.0,7.51e-05,7.62e-05,6.94e-05,7.06e-05,574393.67,1644537599999.0,41.81796774,4957.0,261742.75,19.17781337,0.0
2022-02-11 00:00:00,1644537600000.0,7.08e-05,7.22e-05,6.15e-05,6.33e-05,531816.11,1644623999999.0,36.08060833,3733.0,236609.24,16.154127,0.0
2022-02-12 00:00:00,1644624000000.0,6.34e-05,6.49e-05,6.03e-05,6.38e-05,509742.78,1644710399999.0,32.02651926,3158.0,268599.3,16.92302741,0.0
2022-02-13 00:00:00,1644710400000.0,6.39e-05,7.01e-05,6.07e-05,6.1e-05,666064.9,1644796799999.0,43.87824887,3865.0,299736.39,19.84966701,0.0
2022-02-14 00:00:00,1644796800000.0,6.12e-05,6.79e-05,6.07e-05,6.66e-05,402384.68,1644883199999.0,25.92942304,3791.0,184666.1,11.89135211,0.0
2022-02-15 00:00:00,1644883200000.0,6.67e-05,7.34e-05,6.67e-05,7.3e-05,554082.13,1644969599999.0,38.99525055,4454.0,243586.96,17.13898873,0.0
2022-02-16 00:00:00,1644969600000.0,7.31e-05,8.74e-05,6.88e-05,7.32e-05,952968.69,1645055999999.0,72.11197338,7982.0,483036.81,36.66114662,0.0
2022-02-17 00:00:00,1645056000000.0,7.28e-05,7.58e-05,6.79e-05,6.9e-05,366906.43,1645142399999.0,26.06614296,4589.0,151557.39,10.8262818,0.0
2022-02-18 00:00:00,1645142400000.0,6.88e-05,7.32e-05,6.72e-05,6.75e-05,403506.57,1645228799999.0,28.19878296,4905.0,257839.23,18.05994991,0.0
2022-02-19 00:00:00,1645228800000.0,6.74e-05,6.91e-05,6.39e-05,6.51e-05,322708.4,1645315199999.0,21.56605069,4996.0,223050.06,14.97538136,0.0
2022-02-20 00:00:00,1645315200000.0,6.53e-05,6.54e-05,6.04e-05,6.42e-05,328204.09,1645401599999.0,20.70588837,3088.0,176549.65,11.20686074,0.0
2022-02-21 00:00:00,1645401600000.0,6.42e-05,7.35e-05,6.26e-05,6.37e-05,889862.04,1645487999999.0,60.60423733,8816.0,532293.04,36.30402708,0.0
2022-02-22 00:00:00,1645488000000.0,6.4e-05,6.59e-05,6.04e-05,6.44e-05,462551.28,1645574399999.0,29.21969527,6027.0,229373.78,14.51109793,0.0
2022-02-23 00:00:00,1645574400000.0,6.44e-05,6.92e-05,6.31e-05,6.31e-05,472968.76,1645660799999.0,31.29927825,6043.0,220394.73,14.65239111,0.0
2022-02-24 00:00:00,1645660800000.0,6.31e-05,6.45e-05,5.79e-05,6.1e-05,879813.28,1645747199999.0,54.05884559,7138.0,403772.09,24.82479045,0.0
2022-02-25 00:00:00,1645747200000.0,6.13e-05,6.6e-05,6.03e-05,6.6e-05,446550.51,1645833599999.0,27.77822738,6505.0,237367.19,14.84197892,0.0
2022-02-26 00:00:00,1645833600000.0,6.59e-05,6.89e-05,6.25e-05,6.29e-05,277479.0,1645919999999.0,18.24396921,3832.0,123076.45,8.11706038,0.0
2022-02-27 00:00:00,1645920000000.0,6.29e-05,6.6e-05,6.06e-05,6.3e-05,440407.03,1646006399999.0,27.82011687,5302.0,244510.18,15.51882602,0.0
2022-02-28 00:00:00,1646006400000.0,6.32e-05,6.49e-05,5.92e-05,6.19e-05,443162.87,1646092799999.0,27.65489928,3492.0,137309.42,8.604138,0.0
2022-03-01 00:00:00,1646092800000.0,6.2e-05,6.76e-05,5.88e-05,6.71e-05,608401.72,1646179199999.0,38.60371987,8259.0,311680.56,19.83108376,0.0
2022-03-02 00:00:00,1646179200000.0,6.71e-05,7.54e-05,6.54e-05,6.58e-05,933276.79,1646265599999.0,65.30706191,12600.0,482476.2,33.86876709,0.0
2022-03-03 00:00:00,1646265600000.0,6.58e-05,6.75e-05,6.37e-05,6.5e-05,459453.29,1646351999999.0,29.96162138,5349.0,228209.63,14.93004257,0.0
2022-03-04 00:00:00,1646352000000.0,6.48e-05,6.53e-05,6.2e-05,6.39e-05,443057.63,1646438399999.0,28.12418742,3724.0,205958.15,13.08605138,0.0
2022-03-05 00:00:00,1646438400000.0,6.4e-05,6.83e-05,6.35e-05,6.65e-05,244360.07,1646524799999.0,16.19279762,5201.0,128632.02,8.51391682,0.0
2022-03-06 00:00:00,1646524800000.0,6.65e-05,6.68e-05,6.44e-05,6.6e-05,207397.87,1646611199999.0,13.55154702,2893.0,101920.37,6.67420548,0.0
2022-03-07 00:00:00,1646611200000.0,6.59e-05,6.66e-05,6.42e-05,6.53e-05,316502.25,1646697599999.0,20.69993805,5834.0,150076.49,9.8560171,0.0
2022-03-08 00:00:00,1646697600000.0,6.55e-05,6.55e-05,6.37e-05,6.46e-05,176408.92,1646783999999.0,11.37749765,2341.0,75807.24,4.90126503,0.0
2022-03-09 00:00:00,1646784000000.0,6.48e-05,6.55e-05,6.26e-05,6.3e-05,284426.14,1646870399999.0,18.20716027,5788.0,133466.98,8.56575288,0.0
2022-03-10 00:00:00,1646870400000.0,6.32e-05,6.5e-05,6.2e-05,6.36e-05,155016.98,1646956799999.0,9.90677548,4348.0,91509.4,5.86973142,0.0
2022-03-11 00:00:00,1646956800000.0,6.36e-05,6.45e-05,6.13e-05,6.16e-05,171076.12,1647043199999.0,10.79878594,4803.0,46760.0,2.95377502,0.0
