,open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2022-01-01 00:00:00,1640995200000.0,0.00031626,0.00032324,0.00030767,0.00031782,449142.6,1641081599999.0,141.03453469,17555.0,220134.2,69.20133896,0.0
2022-01-02 00:00:00,1641081600000.0,0.00031779,0.00032216,0.00030328,0.0003045,432727.6,1641167999999.0,134.25637647,19670.0,203589.3,63.13144158,0.0
2022-01-03 00:00:00,1641168000000.0,0.0003043,0.00035516,0.00029728,0.00035499,1244334.7,1641254399999.0,406.71064187,41037.0,648554.6,212.46140575,0.0
2022-01-04 00:00:00,1641254400000.0,0.00035499,0.00037797,0.00034751,0.00034971,2138721.48,1641340799999.0,776.03684815,72365.0,1062585.78,385.36572158,0.0
2022-01-05 00:00:00,1641340800000.0,0.00034972,0.00037369,0.00032872,0.00035207,1669000.3,1641427199999.0,591.8790962,54876.0,781520.6,277.14986625,0.0
2022-01-06 00:00:00,1641427200000.0,0.00035244,0.000376,0.00034468,0.0003699,2114062.7,1641513599999.0,761.50991094,66716.0,1004644.3,363.2788555,0.0
2022-01-07 00:00:00,1641513600000.0,0.00036999,0.00038284,0.000346,0.00036204,1717467.9,1641599999999.0,621.88960754,56237.0,740207.5,268.40768733,0.0
2022-01-08 00:00:00,1641600000000.0,0.00036244,0.00036988,0.00032797,0.00033172,1685455.4,1641686399999.0,585.93049195,51358.0,796238.4,276.20270023,0.0
2022-01-09 00:00:00,1641686400000.0,0.00033142,0.00033593,0.00031627,0.00032277,802215.6,1641772799999.0,261.06655837,29822.0,396377.9,129.07749211,0.0
2022-01-10 00:00:00,1641772800000.0,0.00032305,0.00037187,0.00031612,0.00037006,2357614.7,1641859199999.0,818.8070148,71604.0,1174441.1,408.29999935,0.0
2022-01-11 00:00:00,1641859200000.0,0.00037027,0.00043064,0.00036654,0.00042225,2409925.9,1641945599999.0,954.38965596,85884.0,1160791.1,460.91583908,0.0
2022-01-12 00:00:00,1641945600000.0,0.00042224,0.00044098,0.0003965,0.00040007,1537753.46,1642031999999.0,644.19579612,61304.0,763970.46,320.2082513,0.0
2022-01-13 00:00:00,1642032000000.0,0.00040018,0.00046571,0.000394,0.00046108,1657901.36,1642118399999.0,719.33756324,67262.0,782259.46,338.15059276,0.0
2022-01-14 00:00:00,1642118400000.0,0.00046087,0.00047747,0.00043443,0.00046889,1715892.22,1642204799999.0,777.60247368,70464.0,826053.82,373.70991072,0.0
2022-01-15 00:00:00,1642204800000.0,0.00046891,0.00047086,0.00044261,0.00044756,904757.4,1642291199999.0,409.51895306,36835.0,436828.6,197.60776459,0.0
2022-01-16 00:00:00,1642291200000.0,0.00044769,0.00047432,0.00043761,0.00046757,929429.2,1642377599999.0,424.75114869,40091.0,449063.0,205.23148188,0.0
2022-01-17 00:00:00,1642377600000.0,0.0004674,0.00046829,0.00041517,0.00041922,1381503.7,1642463999999.0,609.73267845,45771.0,597126.7,264.26231603,0.0
2022-01-18 00:00:00,1642464000000.0,0.00041913,0.00043164,0.00040494,0.00041815,1101153.3,1642550399999.0,461.33897789,42016.0,525151.8,220.18826807,0.0
2022-01-19 00:00:00,1642550400000.0,0.00041812,0.00042625,0.00038819,0.00038907,956395.7,1642636799999.0,389.30572091,37752.0,493846.2,200.4901649,0.0
2022-01-20 00:00:00,1642636800000.0,0.000389,0.00040643,0.00037339,0.00037542,807497.4,1642723199999.0,316.86227299,35266.0,345793.7,135.97568267,0.0
2022-01-21 00:00:00,1642723200000.0,0.0003751,0.0003861,0.00032874,0.00036296,1728153.0,1642809599999.0,629.87136823,55330.0,837848.3,305.73461246,0.0
2022-01-22 00:00:00,1642809600000.0,0.00036273,0.00037048,0.00029679,0.0003252,1951945.4,1642895999999.0,640.35014088,58229.0,1002076.8,329.21220433,0.0
2022-01-23 00:00:00,1642896000000.0,0.00032521,0.00035027,0.00030653,0.00032303,1173515.9,1642982399999.0,386.99223609,35174.0,588163.5,194.1877316,0.0
2022-01-24 00:00:00,1642982400000.0,0.00032276,0.00032277,0.00028433,0.00029218,1432619.6,1643068799999.0,424.3707589,35981.0,685305.4,203.08534207,0.0
2022-01-25 00:00:00,1643068800000.0,0.00029202,0.00033625,0.00027925,0.00032828,1402457.3,1643155199999.0,428.38012861,40915.0,642992.3,196.69891835,0.0
2022-01-26 00:00:00,1643155200000.0,0.00032811,0.00033832,0.00029519,0.00030712,1929920.1,1643241599999.0,610.10418765,58609.0,878724.9,278.62702076,0.0
2022-01-27 00:00:00,1643241600000.0,0.00030701,0.00031728,0.00027616,0.00028356,1468879.0,1643327999999.0,439.38058177,43610.0,564508.8,169.06413974,0.0
2022-01-28 00:00:00,1643328000000.0,0.00028343,0.00028723,0.00027729,0.00028532,875575.1,1643414399999.0,247.22386583,28920.0,423727.0,119.64337215,0.0
2022-01-29 00:00:00,1643414400000.0,0.00028536,0.00029984,0.00028343,0.00028923,542251.2,1643500799999.0,158.39693325,19957.0,256210.2,74.84993048,0.0
2022-01-30 00:00:00,1643500800000.0,0.0002894,0.00029218,0.00027186,0.00027338,465036.4,1643587199999.0,131.74713637,18114.0,188142.8,53.39697623,0.0
2022-01-31 00:00:00,1643587200000.0,0.0002733,0.00029689,0.00027,0.00028923,505618.4,1643673599999.0,143.38975282,18808.0,245502.9,69.67922875,0.0
2022-02-01 00:00:00,1643673600000.0,0.00028897,0.0002987,0.000285,0.00028995,543852.1,1643759999999.0,158.19451532,19257.0,232737.8,67.78372328,0.0
2022-02-02 00:00:00,1643760000000.0,0.00028981,0.00031865,0.00028576,0.00029469,784498.6,1643846399999.0,237.47467156,26605.0,386460.5,116.9294003,0.0
2022-02-03 00:00:00,1643846400000.0,0.00029432,0.00029717,0.00028369,0.0002937,690532.7,1643932799999.0,200.76276794,22416.0,327624.8,95.3854789,0.0
2022-02-04 00:00:00,1643932800000.0,0.00029346,0.00031765,0.00028876,0.00031235,987894.7,1644019199999.0,298.7825195,30933.0,466838.0,141.44755584,0.0
2022-02-05 00:00:00,1644019200000.0,0.00031237,0.00032551,0.00030663,0.00030995,1092644.6,1644105599999.0,344.19900167,35898.0,551964.3,173.94355819,0.0
2022-02-06 00:00:00,1644105600000.0,0.00030984,0.00033626,0.00030801,0.00031849,901275.2,1644191999999.0,289.83149647,33253.0,462190.2,148.68434437,0.0
2022-02-07 00:00:00,1644192000000.0,0.00031847,0.00032382,0.0003066,0.00030776,753628.1,1644278399999.0,237.19493414,26147.0,344845.9,108.39099061,0.0
2022-02-08 00:00:00,1644278400000.0,0.00030819,0.0003116,0.00028368,0.00029003,882902.3,1644364799999.0,261.40061977,25873.0,381400.1,112.65432986,0.0
2022-02-09 00:00:00,1644364800000.0,0.00029033,0.00029555,0.00028053,0.00029283,445940.4,1644451199999.0,128.84533289,16359.0,209511.8,60.56072121,0.0
2022-02-10 00:00:00,1644451200000.0,0.00029272,0.00029288,0.00026933,0.00027098,558506.1,1644537599999.0,155.6097992,22181.0,274422.7,76.7033253,0.0
2022-02-11 00:00:00,1644537600000.0,0.00027086,0.00028122,0.00025276,0.0002561,729582.1,1644623999999.0,195.98436989,20224.0,305313.2,81.9555444,0.0
2022-02-12 00:00:00,1644624000000.0,0.00025622,0.00026186,0.00024896,0.0002556,364457.7,1644710399999.0,93.30794779,14563.0,161375.1,41.30969122,0.0
2022-02-13 00:00:00,1644710400000.0,0.00025569,0.00025756,0.00024192,0.00024677,366126.6,1644796799999.0,91.74549373,12585.0,186519.3,46.77914416,0.0
2022-02-14 00:00:00,1644796800000.0,0.00024691,0.00025046,0.00023883,0.00024803,284072.5,1644883199999.0,69.68590724,10502.0,129820.4,31.88516785,0.0
2022-02-15 00:00:00,1644883200000.0,0.00024834,0.00026165,0.0002457,0.00025844,439923.0,1644969599999.0,111.17507031,14912.0,199355.3,50.4265713,0.0
2022-02-16 00:00:00,1644969600000.0,0.00025847,0.00025966,0.00024927,0.00025556,296567.4,1645055999999.0,75.37947158,11692.0,149676.6,38.02224902,0.0
2022-02-17 00:00:00,1645056000000.0,0.00025565,0.0002669,0.00024933,0.00025798,562169.2,1645142399999.0,146.48903518,20630.0,283662.2,73.94228503,0.0
2022-02-18 00:00:00,1645142400000.0,0.00025781,0.0002676,0.0002538,0.00025687,381335.1,1645228799999.0,99.68148551,13180.0,185576.0,48.44181707,0.0
2022-02-19 00:00:00,1645228800000.0,0.00025698,0.0002595,0.00024708,0.00025054,215059.5,1645315199999.0,54.58150148,12969.0,97588.8,24.79590046,0.0
2022-02-20 00:00:00,1645315200000.0,0.0002507,0.00025196,0.00023899,0.00024216,240740.7,1645401599999.0,59.02448849,12682.0,109373.2,26.83021357,0.0
2022-02-21 00:00:00,1645401600000.0,0.00024237,0.0002508,0.00023018,0.00023078,404419.8,1645487999999.0,97.52801586,14095.0,179183.2,43.28397815,0.0
2022-02-22 00:00:00,1645488000000.0,0.00023081,0.00023528,0.00022524,0.00023433,408570.2,1645574399999.0,94.30442029,14318.0,166326.1,38.33770837,0.0
2022-02-23 00:00:00,1645574400000.0,0.00023437,0.0002418,0.000229,0.00022955,325632.4,1645660799999.0,77.0127501,13650.0,176306.6,41.70000391,0.0
2022-02-24 00:00:00,1645660800000.0,0.00022979,0.00023371,0.00021389,0.00022111,619056.6,1645747199999.0,137.19624294,18429.0,322116.2,71.53196317,0.0
2022-02-25 00:00:00,1645747200000.0,0.00022162,0.0002292,0.00021533,0.00022789,324139.5,1645833599999.0,72.05287336,11236.0,151560.3,33.67754613,0.0
2022-02-26 00:00:00,1645833600000.0,0.00022754,0.00023892,0.00022706,0.00023298,307569.4,1645919999999.0,72.08050963,8773.0,159588.6,37.39982658,0.0
2022-02-27 00:00:00,1645920000000.0,0.00023304,0.00023343,0.00022205,0.0002257,263259.3,1646006399999.0,59.73425632,8322.0,149314.5,33.89862043,0.0
2022-02-28 00:00:00,1646006400000.0,0.00022566,0.00022632,0.00021317,0.00022596,485588.4,1646092799999.0,107.22714272,13323.0,284376.9,62.58761931,0.0
2022-03-01 00:00:00,1646092800000.0,0.00022612,0.00026955,0.0002208,0.00026562,1725117.9,1646179199999.0,430.31859188,44214.0,903973.2,225.99892435,0.0
2022-03-02 00:00:00,1646179200000.0,0.00026595,0.0002692,0.00024812,0.00025249,836178.7,1646265599999.0,215.20958147,26659.0,393518.7,101.26692276,0.0
2022-03-03 00:00:00,1646265600000.0,0.0002525,0.00026772,0.00024669,0.00025988,720536.9,1646351999999.0,187.3631961,25538.0,335504.4,87.29305183,0.0
2022-03-04 00:00:00,1646352000000.0,0.00025979,0.00028279,0.00025458,0.00026636,1179920.2,1646438399999.0,318.98236156,29299.0,579574.4,156.41374961,0.0
2022-03-05 00:00:00,1646438400000.0,0.00026637,0.00027508,0.00026006,0.00026666,585865.5,1646524799999.0,156.46857133,17904.0,281411.2,75.1383025,0.0
2022-03-06 00:00:00,1646524800000.0,0.00026647,0.00027956,0.00026289,0.00026289,594697.3,1646611199999.0,160.79272259,18770.0,278102.7,75.14053357,0.0
2022-03-07 00:00:00,1646611200000.0,0.0002628,0.00026331,0.0002508,0.00025423,539344.3,1646697599999.0,139.37896514,16224.0,249608.4,64.52762923,0.0
2022-03-08 00:00:00,1646697600000.0,0.0002544,0.00025673,0.00024909,0.00025124,243076.9,1646783999999.0,61.5684499,8859.0,115083.8,29.15627422,0.0
2022-03-09 00:00:00,1646784000000.0,0.00025122,0.00027915,0.00025077,0.00027654,1018769.9,1646870399999.0,270.19324343,27521.0,523628.9,138.78920306,0.0
2022-03-10 00:00:00,1646870400000.0,0.00027644,0.00029282,0.00026792,0.00028007,1436257.0,1646956799999.0,401.535219,38905.0,702637.9,196.33023226,0.0
2022-03-11 00:00:00,1646956800000.0,0.00028003,0.0002838,0.0002638,0.00026474,733788.7,1647043199999.0,200.23639191,19687.0,302002.3,82.55715527,0.0
2022-03-12 00:00:00,1647043200000.0,0.00026475,0.0002712,0.00026175,0.00026607,366793.0,1647129599999.0,97.75972842,13518.0,171585.4,45.73195649,0.0
2022-03-13 00:00:00,1647129600000.0,0.00026606,0.00026867,0.00025744,0.0002607,309089.7,1647215999999.0,81.27547907,10169.0,149719.3,39.4011094,0.0
2022-03-14 00:00:00,1647216000000.0,0.0002606,0.0002608,0.0002508,0.00025547,320264.6,1647302399999.0,81.93467637,12571.0,160501.8,41.06570746,0.0
2022-03-15 00:00:00,1647302400000.0,0.00025538,0.00026508,0.00025524,0.00025731,385974.2,1647388799999.0,100.17168792,13177.0,196846.2,51.08871437,0.0
