,open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2022-03-09 00:00:00,1646784000000.0,2.4e-07,5.9e-06,2.4e-07,3.17e-06,82822048.1,1646870399999.0,287.57112826,41394.0,36425077.8,126.55531927,0.0
2022-03-10 00:00:00,1646870400000.0,3.17e-06,3.68e-06,2.82e-06,2.96e-06,53145437.9,1646956799999.0,170.70716357,20270.0,26782034.0,85.4919871,0.0
2022-03-11 00:00:00,1646956800000.0,2.97e-06,4.29e-06,2.6e-06,4.13e-06,58648385.6,1647043199999.0,204.14822399,30211.0,29268660.2,102.12749907,0.0
2022-03-12 00:00:00,1647043200000.0,4.14e-06,8.09e-06,4.02e-06,7.35e-06,167791648.5,1647129599999.0,1040.88805431,124924.0,74534181.0,461.5068179,0.0
2022-03-13 00:00:00,1647129600000.0,7.36e-06,1.131e-05,6.5e-06,1.057e-05,118208956.3,1647215999999.0,1069.93768969,119792.0,55777035.9,504.2692277,0.0
2022-03-14 00:00:00,1647216000000.0,1.056e-05,1.184e-05,8.79e-06,9.07e-06,57401628.6,1647302399999.0,567.49798492,68175.0,25040011.2,248.35255342,0.0
2022-03-15 00:00:00,1647302400000.0,9.04e-06,1.026e-05,7.11e-06,8.44e-06,65024243.7,1647388799999.0,542.69728076,66748.0,31357047.9,261.86253932,0.0
2022-03-16 00:00:00,1647388800000.0,8.44e-06,1.41e-05,8.09e-06,1.35e-05,72975996.5,1647475199999.0,854.17685118,120811.0,34658760.0,406.90317081,0.0
2022-03-17 00:00:00,1647475200000.0,1.351e-05,2.09e-05,1.313e-05,2.049e-05,61235294.9,1647561599999.0,1029.81288477,150185.0,30298248.7,508.59442731,0.0
2022-03-18 00:00:00,1647561600000.0,2.049e-05,2.07e-05,1.609e-05,1.678e-05,40672342.7,1647647999999.0,726.84347487,96193.0,19232473.8,344.339787,0.0
2022-03-19 00:00:00,1647648000000.0,1.674e-05,1.863e-05,1.548e-05,1.593e-05,21952614.3,1647734399999.0,371.92788819,47600.0,9626288.8,163.44629635,0.0
2022-03-20 00:00:00,1647734400000.0,1.595e-05,1.671e-05,1.391e-05,1.401e-05,13415747.5,1647820799999.0,203.63885621,26318.0,6472952.7,98.56773806,0.0
