,open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2022-01-01 00:00:00,1640995200000.0,6.361e-05,6.415e-05,6.315e-05,6.368e-05,114215.7,1641038399999.0,7.27163152,4186.0,19561.4,1.24582787,0.0
2022-01-01 12:00:00,1641038400000.0,6.379e-05,6.498e-05,6.328e-05,6.498e-05,23859.1,1641081599999.0,1.52908956,1878.0,13850.1,0.88821163,0.0
2022-01-02 00:00:00,1641081600000.0,6.498e-05,6.855e-05,6.445e-05,6.794e-05,124037.5,1641124799999.0,8.26692518,3094.0,75298.0,5.01393227,0.0
2022-01-02 12:00:00,1641124800000.0,6.792e-05,6.965e-05,6.732e-05,6.775e-05,196466.6,1641167999999.0,13.44349365,2607.0,131747.2,9.0261202,0.0
2022-01-03 00:00:00,1641168000000.0,6.775e-05,6.783e-05,6.667e-05,6.735e-05,63144.3,1641211199999.0,4.24624965,1535.0,32009.8,2.15334635,0.0
2022-01-03 12:00:00,1641211200000.0,6.743e-05,7.01e-05,6.715e-05,7.01e-05,172386.2,1641254399999.0,11.82425761,3191.0,98504.4,6.74913644,0.0
2022-01-04 00:00:00,1641254400000.0,7.01e-05,7.5e-05,6.985e-05,7.437e-05,526119.6,1641297599999.0,38.374629,7700.0,393809.7,28.77996911,0.0
2022-01-04 12:00:00,1641297600000.0,7.444e-05,7.777e-05,7.292e-05,7.483e-05,342110.2,1641340799999.0,25.77664594,6596.0,161791.3,12.22062735,0.0
2022-01-05 00:00:00,1641340800000.0,7.482e-05,7.766e-05,7.376e-05,7.534e-05,171132.4,1641383999999.0,12.9657766,5137.0,80734.6,6.11342821,0.0
2022-01-05 12:00:00,1641384000000.0,7.533e-05,7.704e-05,6.906e-05,7.15e-05,294961.1,1641427199999.0,21.21569298,4313.0,78760.4,5.80649042,0.0
2022-01-06 00:00:00,1641427200000.0,7.157e-05,7.267e-05,6.835e-05,6.87e-05,108276.6,1641470399999.0,7.6237191,5186.0,59095.9,4.17471912,0.0
2022-01-06 12:00:00,1641470400000.0,6.866e-05,7.126e-05,6.823e-05,6.989e-05,63670.1,1641513599999.0,4.42558744,1305.0,41374.6,2.8745153,0.0
2022-01-07 00:00:00,1641513600000.0,6.989e-05,7.017e-05,6.737e-05,6.943e-05,94692.5,1641556799999.0,6.49794791,3931.0,50227.1,3.45822499,0.0
2022-01-07 12:00:00,1641556800000.0,6.954e-05,7.237e-05,6.703e-05,6.807e-05,172218.2,1641599999999.0,11.90884106,2966.0,87224.0,6.07199625,0.0
2022-01-08 00:00:00,1641600000000.0,6.814e-05,7.029e-05,6.8e-05,6.87e-05,33665.7,1641643199999.0,2.32262394,3220.0,19875.6,1.37042068,0.0
