,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1599754512952020992,1599754512952020992,1670246172000.0,2022-12-05 18:46:12,+0530,,"All the college kids trying to write ""last second"" (literally) essays they are given 3 months for.  https://t.co/Ng2YSdrqUQ",en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,1,18,https://twitter.com/GarlamWON/status/1599754512952020992,[],['https://pbs.twimg.com/media/FjN3vvPUAAEaoBB.jpg'],1,https://pbs.twimg.com/media/FjN3vvPUAAEaoBB.jpg,False,8,1,1,,None,,,,,,,[],,,,
1,1599750736866586624,1599666226401533952,1670245272000.0,2022-12-05 18:31:12,+0530,,@RNR_0 Yo you my favorite degen,en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,1,18,https://twitter.com/GarlamWON/status/1599750736866586624,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'RNR_0', 'name': 'Romano', 'id': '2199605117'}]",,,,
2,1599748655581663232,1599566727733395457,1670244776000.0,2022-12-05 18:22:56,+0530,,"@joshnomics ""Association to the football""",en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,1,18,https://twitter.com/GarlamWON/status/1599748655581663232,[],[],0,,False,0,0,0,,None,,,,,,,"[{'screen_name': 'joshnomics', 'name': 'joshnomics', 'id': '1165840402676637696'}]",,,,
3,1599726714950914048,1599637371326455808,1670239544000.0,2022-12-05 16:55:44,+0530,,@stack2deep Yeah if AI knew that we're done,en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,1,16,https://twitter.com/GarlamWON/status/1599726714950914048,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'stack2deep', 'name': 'Pramod M🦇🔊', 'id': '992658937878122496'}]",,,,
4,1599724120534835200,1599698892710608896,1670238926000.0,2022-12-05 16:45:26,+0530,,@DegenPing I like my brother though. Good for when I forget to turn off the light and I'm already in bed,en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,1,16,https://twitter.com/GarlamWON/status/1599724120534835200,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'DegenPing', 'name': 'DeGen Ping', 'id': '1269354698282237952'}]",,,,
5,1599698190462496768,1599682459549200384,1670232744000.0,2022-12-05 15:02:24,+0530,,@DegenSpartan @testinprodcap Your size isn't size,en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,1,15,https://twitter.com/GarlamWON/status/1599698190462496768,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'DegenSpartan', 'name': '찌 G 跻 じ 𝙎𝙚𝙣𝙥𝙖𝙞 of the 𝙃𝙚𝙣𝙩𝙖𝙞', 'id': '1978953986'}, {'screen_name': 'testinprodcap', 'name': 'tipc', 'id': '1350946550797787137'}]",,,,
6,1599639752680275968,1599639752680275968,1670218811000.0,2022-12-05 11:10:11,+0530,,Snitches get stitches,en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,1,11,https://twitter.com/GarlamWON/status/1599639752680275968,[],[],0,,False,0,1,0,https://twitter.com/AutismCapital/status/1599481635187351554,None,,,,,,,[],,,,
7,1599637371326455808,1599637371326455808,1670218243000.0,2022-12-05 11:00:43,+0530,,How to go through 100+ projects in a day (in the future)  1) Find the project   2) Plug it into chatGPT   3) LARP as a VC  Sample: got an overview of $XRP in 10 seconds  https://t.co/dmafp5nbKc,en,[],['xrp'],832429980508364800,832429980508364800,GarlamWON,Garlam,1,11,https://twitter.com/GarlamWON/status/1599637371326455808,[],['https://pbs.twimg.com/media/FjMNLtUVIAAeoZ6.jpg'],1,https://pbs.twimg.com/media/FjMNLtUVIAAeoZ6.jpg,False,11,2,0,,None,,,,,,,[],,,,
8,1599012656102674432,1599010018396733440,1670069300000.0,2022-12-03 17:38:20,+0530,,@hyuktrades So kind. Thank you for taking the time to enlighten me,en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,6,17,https://twitter.com/GarlamWON/status/1599012656102674432,[],[],0,,False,2,0,0,,None,,,,,,,"[{'screen_name': 'hyuktrades', 'name': 'hyuk', 'id': '2566944355'}]",,,,
9,1599011488194498563,1599010018396733440,1670069021000.0,2022-12-03 17:33:41,+0530,,@hyuktrades Oh shit congrats btw did the leaderboard reset I remember seeing different users last year (with higher profits),en,[],[],832429980508364800,832429980508364800,GarlamWON,Garlam,6,17,https://twitter.com/GarlamWON/status/1599011488194498563,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'hyuktrades', 'name': 'hyuk', 'id': '2566944355'}]",,,,
