,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1598704809690877952,1598704809690877952,1669995903000.0,2022-12-02 21:15:03,+0530,,"Hi, @overnight_fi You may need to take a look. And thanks @wasgiventhatday for the info.  https://t.co/8oU64TBubN  https://t.co/RHBMJ6SV0q",en,[],[],950915985422221312,950915985422221312,peckshield,PeckShield Inc.,5,21,https://twitter.com/peckshield/status/1598704809690877952,['https://snowtrace.io/tx/0xf10807f9a675dd2db9a45e39f37c68a4116006f9a40e97a68c145e3859557809'],['https://pbs.twimg.com/media/Fi-9AeUXwAALPeO.jpg'],1,https://pbs.twimg.com/media/Fi-9AeUXwAALPeO.jpg,False,55,6,15,https://twitter.com/wasgiventhatday/status/1598622555073486848,None,,,,,,,[],,,,
1,1598701941906964483,1598695994962890752,1669995220000.0,2022-12-02 21:03:40,+0530,,"@coin_angel_KR Our understanding is that the aBNBc unlimited bug is not a contract issue, but an admin key leak or an opsec issue.",en,[],[],950915985422221312,950915985422221312,peckshield,PeckShield Inc.,5,21,https://twitter.com/peckshield/status/1598701941906964483,[],[],0,,False,0,1,0,,None,,,,,,,"[{'screen_name': 'coin_angel_KR', 'name': '코인추천요정.eth l GMB VENTURES', 'id': '1448283781710839811'}]",,,,
2,1598512955393421313,1598508401755144196,1669950162000.0,2022-12-02 08:32:42,+0530,,It seems there are multiple upgrades in a hurry and one upgrade possibly triggered by the hacker may intentionally introduce the above bug...,en,[],[],950915985422221312,950915985422221312,peckshield,PeckShield Inc.,5,08,https://twitter.com/peckshield/status/1598512955393421313,[],[],0,,False,25,2,2,,None,,,,,,,[],,,,
3,1597493955939405825,1597493955939405825,1669707213000.0,2022-11-29 13:03:33,+0530,,It seems SEAMAN ($SEAMAN) is exploited  (w/ ~$7.7k)  https://t.co/CwOuKqYicK $GVC has dropped -81%  https://t.co/RBRUXBHxn3,en,[],['gvc'],950915985422221312,950915985422221312,peckshield,PeckShield Inc.,2,13,https://twitter.com/peckshield/status/1597493955939405825,['https://bscscan.com/tx/0x6f1af27d08b10caa7e96ec3d580bf39e29fd5ece00abda7d8955715403bf34a8'],"['https://pbs.twimg.com/media/FitwO9iaEAAw2vv.jpg', 'https://pbs.twimg.com/media/FitwQfRaAAEhsOy.jpg']",1,https://pbs.twimg.com/media/FitwO9iaEAAw2vv.jpg,False,51,8,7,,None,,,,,,,[],,,,
4,1596181812589592576,1596181812589592576,1669394374000.0,2022-11-25 22:09:34,+0530,,A block reward with 429.49 ETH ? @LidoFinance,en,[],[],950915985422221312,950915985422221312,peckshield,PeckShield Inc.,5,22,https://twitter.com/peckshield/status/1596181812589592576,[],[],0,,False,57,5,8,https://twitter.com/PeckShieldAlert/status/1596181250716360705,None,,,,,,,[],,,,
5,1595263865113149446,1595263865113149446,1669175518000.0,2022-11-23 09:21:58,+0530,,"Hi @numbersprotocol, you may want to take a look:  https://t.co/EIXINP0oRb",en,[],[],950915985422221312,950915985422221312,peckshield,PeckShield Inc.,3,09,https://twitter.com/peckshield/status/1595263865113149446,['https://etherscan.io/tx/0x8a8145ab28b5d2a2e61d74c02c12350731f479b3175893de2014124f998bff32'],[],0,,False,30,5,1,,None,,,,,,,[],,,,
6,1594733749979299840,1594733749979299840,1669049129000.0,2022-11-21 22:15:29,+0530,,#PeckShieldAlert FTX Accounts Drainer just moved 180k $ETH (~$199M) to 12 different (new) addresses (/ each holding 15K $ETH).  https://t.co/enVusDqMLx  https://t.co/XvtGpLCAYm,en,['peckshieldalert'],"['eth', 'eth']",950915985422221312,950915985422221312,peckshield,PeckShield Inc.,1,22,https://twitter.com/peckshield/status/1594733749979299840,['https://etherscan.io/address/0x59abf3837fa962d6853b4cc0a19513aa031fd32b'],['https://pbs.twimg.com/media/FiGhg3RXgAIJc4t.jpg'],1,https://pbs.twimg.com/media/FiGhg3RXgAIJc4t.jpg,False,136,64,44,,None,,,,,,,[],,,,
7,1592523173140090884,1592523173140090884,1668522086000.0,2022-11-15 19:51:26,+0530,,"👀👀 "" In order to replace the capital needed to resume all our services, AAX will need to raise new capital. "" @FTX_Official - related?",en,[],[],950915985422221312,950915985422221312,peckshield,PeckShield Inc.,2,19,https://twitter.com/peckshield/status/1592523173140090884,[],[],0,,False,50,7,13,https://twitter.com/AAXExchange/status/1592516491974701056,None,,,,,,,[],,,,
8,1591945081795543042,1591891183504355328,1668384259000.0,2022-11-14 05:34:19,+0530,,@PeckShieldAlert  https://t.co/NVKWqW2tJj,qme,[],[],950915985422221312,950915985422221312,peckshield,PeckShield Inc.,1,05,https://twitter.com/peckshield/status/1591945081795543042,['https://twitter.com/paraswap/status/1591929247190638593'],[],0,,False,7,0,0,https://twitter.com/paraswap/status/1591929247190638593,None,,,,,,,"[{'screen_name': 'PeckShieldAlert', 'name': 'PeckShieldAlert', 'id': '1128606567354359808'}]",,,,
9,1591855088724852737,1591831184526516226,1668362803000.0,2022-11-13 23:36:43,+0530,,"To avoid unnecessary confusions, please notice the rugged $FLARE is not related to @FlareNetworks (w/ $FLR).",en,[],"['flare', 'flr']",950915985422221312,950915985422221312,peckshield,PeckShield Inc.,7,23,https://twitter.com/peckshield/status/1591855088724852737,[],[],0,,False,24,1,5,,None,,,,,,,[],,,,
