,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1599766627448672262,1599576543948574720,1670249060000.0,2022-12-05 19:34:20,+0530,,"@Bitfinexed You know who i suggested act as an escrow, it's literally in the thread you screenshotted, just 4 tweets up. I suggested @ofnumbers. Solid clout chasing though.  And yes, i still think you're nuts.    https://t.co/2FBN44S4Te",en,[],[],36094446,36094446,tackettzane,Zane Tackett,1,19,https://twitter.com/tackettzane/status/1599766627448672262,['https://twitter.com/tackettzane/status/1449523902477058049?s=20&t=FgZnHhQR9mLKmoemZYttDA'],[],0,,False,0,0,0,https://twitter.com/tackettzane/status/1449523902477058049?s=20&t=FgZnHhQR9mLKmoemZYttDA,None,,,,,,,"[{'screen_name': 'Bitfinexed', 'name': 'Bitfinex’ed 🔥🐧 Κασσάνδρα 🏺', 'id': '851583986270957568'}]",,,,
1,1598357642724134912,1598089830235541504,1669913132000.0,2022-12-01 22:15:32,+0530,,@MarioNawfal No,und,[],[],36094446,36094446,tackettzane,Zane Tackett,4,22,https://twitter.com/tackettzane/status/1598357642724134912,[],[],0,,False,18,3,0,,None,,,,,,,"[{'screen_name': 'MarioNawfal', 'name': 'Mario Nawfal', 'id': '1319287761048723458'}]",,,,
2,1597922754753617920,1597865684725551105,1669809447000.0,2022-11-30 17:27:27,+0530,,"@maxboonen @tinpham1612 The 2017 wave def had a bigger impact. Like spreads tightened a shitload, way more depth on the books, and pure market making became way more competitive. But there were still lots of other trading strats that trad fi hadn’t touched on in 2017 but did in a big way in 2021/22",en,[],[],36094446,36094446,tackettzane,Zane Tackett,3,17,https://twitter.com/tackettzane/status/1597922754753617920,[],[],0,,False,1,0,0,,None,,,,,,,"[{'screen_name': 'maxboonen', 'name': 'Max Boonen', 'id': '84172182'}, {'screen_name': 'tinpham1612', 'name': 'Tindz', 'id': '844813136813211649'}]",,,,
3,1597910143077085184,1597865684725551105,1669806440000.0,2022-11-30 16:37:20,+0530,,"@tinpham1612 @maxboonen Hrt was 17/18 wave max was talking about. Im more talking about large firms that would go after one particular trade with lots of cash and started squeezing out smaller firms, as opposed to the monsters coming in and dominating in volumes (jump, hrt, tower, citadel etc)",en,[],[],36094446,36094446,tackettzane,Zane Tackett,3,16,https://twitter.com/tackettzane/status/1597910143077085184,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'tinpham1612', 'name': 'Tindz', 'id': '844813136813211649'}, {'screen_name': 'maxboonen', 'name': 'Max Boonen', 'id': '84172182'}]",,,,
4,1597907260730404865,1597865684725551105,1669805753000.0,2022-11-30 16:25:53,+0530,,"@maxboonen Like 2017 we saw the big market makers getting in, but in this wave there were a lot more trad fi shops deploying a lot of capital on things like basis trades. Large firms with lots of capital just going after a specific trade/niche started squeezing smaller firms out.",en,[],[],36094446,36094446,tackettzane,Zane Tackett,3,16,https://twitter.com/tackettzane/status/1597907260730404865,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'maxboonen', 'name': 'Max Boonen', 'id': '84172182'}]",,,,
5,1597906430744727553,1597865684725551105,1669805555000.0,2022-11-30 16:22:35,+0530,,"@maxboonen Mmm, i do think there was another wave earlier this year. A lot of native crypto market makers that had held up quite well through 2017-2018 really started to get squeezed out earlier this year.",en,[],[],36094446,36094446,tackettzane,Zane Tackett,3,16,https://twitter.com/tackettzane/status/1597906430744727553,[],[],0,,False,1,2,0,,None,,,,,,,"[{'screen_name': 'maxboonen', 'name': 'Max Boonen', 'id': '84172182'}]",,,,
6,1597256343232348162,1597235306344108032,1669650562000.0,2022-11-28 21:19:22,+0530,,@nlw no,und,[],[],36094446,36094446,tackettzane,Zane Tackett,1,21,https://twitter.com/tackettzane/status/1597256343232348162,[],[],0,,False,2,2,0,,None,,,,,,,"[{'screen_name': 'nlw', 'name': 'Nathaniel Whittemore', 'id': '14521044'}]",,,,
7,1596156717359718401,1596148341628289024,1669388391000.0,2022-11-25 20:29:51,+0530,,@SN00114 @cobie @0xttk  https://t.co/aVMogjYQFa,qme,[],[],36094446,36094446,tackettzane,Zane Tackett,5,20,https://twitter.com/tackettzane/status/1596156717359718401,['http://Ambergroup.io'],[],0,,False,56,5,0,,None,,,,,,,"[{'screen_name': 'SN00114', 'name': '$hort Caller', 'id': '1166684262772432901'}, {'screen_name': 'cobie', 'name': 'Cobie', 'id': '2259434528'}, {'screen_name': '0xttk', 'name': 'TT', 'id': '469115513'}]",,,,
8,1596156644056256512,1596148341628289024,1669388373000.0,2022-11-25 20:29:33,+0530,,@dippperdao @cobie @0xttk  https://t.co/aVMogjHNDa,qme,[],[],36094446,36094446,tackettzane,Zane Tackett,5,20,https://twitter.com/tackettzane/status/1596156644056256512,['http://Ambergroup.io'],[],0,,False,5,1,0,,None,,,,,,,"[{'screen_name': 'dippperdao', 'name': 'Dipper', 'id': '1185410676757430272'}, {'screen_name': 'cobie', 'name': 'Cobie', 'id': '2259434528'}, {'screen_name': '0xttk', 'name': 'TT', 'id': '469115513'}]",,,,
9,1595905290947403776,1595612086054313986,1669328446000.0,2022-11-25 03:50:46,+0530,,@IamNomad Ftx finding ways to fuck up even after its death. Impressive really,en,[],[],36094446,36094446,tackettzane,Zane Tackett,5,03,https://twitter.com/tackettzane/status/1595905290947403776,[],[],0,,False,15,1,0,,None,,,,,,,"[{'screen_name': 'IamNomad', 'name': 'IamNomad', 'id': '22341856'}]",,,,
10,1595895536841891841,1595700115817496576,1669326120000.0,2022-11-25 03:12:00,+0530,,@balwiles @IamNomad @MarioNawfal @antiprosynth SEC was alerted of the madoff scam as early as 2000. There’s an interesting chapter about this guy in Malcolm gladwell’s talking to strangers. He alerted the sec 3 times and was ignored each time.    https://t.co/W30p2Ht2MK,en,[],[],36094446,36094446,tackettzane,Zane Tackett,5,03,https://twitter.com/tackettzane/status/1595895536841891841,['https://en.m.wikipedia.org/wiki/Harry_Markopolos'],[],0,,False,5,1,0,,None,,,,,,,"[{'screen_name': 'balwiles', 'name': 'Scott Wiles', 'id': '486454478'}, {'screen_name': 'IamNomad', 'name': 'IamNomad', 'id': '22341856'}, {'screen_name': 'MarioNawfal', 'name': 'Mario Nawfal', 'id': '1319287761048723458'}, {'screen_name': 'antiprosynth', 'name': 'antiprosynthesis.eth ⟠', 'id': '863083003081359362'}]",,,,
11,1595657140269715457,1595594399488135169,1669269282000.0,2022-11-24 11:24:42,+0530,,"@bitbitcrypto Love how well they sync with your phone, but def disagree they have the best sound. I moved to bw px7 s2 and am pretttty happy with the move.",en,[],[],36094446,36094446,tackettzane,Zane Tackett,4,11,https://twitter.com/tackettzane/status/1595657140269715457,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'bitbitcrypto', 'name': 'Bitbit', 'id': '827237880300974081'}]",,,,
12,1595468279241674752,1595196713891164160,1669224254000.0,2022-11-23 22:54:14,+0530,,"@ladiesman58008 @iwearahoodie @ercwl Unless they misrepresented their situation or falsified documents to the lender. But yes, if they said can I have a few hundred mil and the lender gave it to them without more dd I’m not sure that’s illegal.",en,[],[],36094446,36094446,tackettzane,Zane Tackett,3,22,https://twitter.com/tackettzane/status/1595468279241674752,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'ladiesman58008', 'name': 'Big Swinging Dick Willy', 'id': '1380179008424267777'}, {'screen_name': 'iwearahoodie', 'name': 'Jason Smith', 'id': '4096918094'}, {'screen_name': 'ercwl', 'name': 'Eric Wall', 'id': '467535591'}]",,,,
13,1595441947199492097,1595196713891164160,1669217976000.0,2022-11-23 21:09:36,+0530,,"@iwearahoodie @ercwl I think there’s probably more blame to be put on the lenders for not protecting their users, but it’s also not exactly a good look to be asking for hundreds of millions in loans when you know you’re fucked and going to default on them.",en,[],[],36094446,36094446,tackettzane,Zane Tackett,3,21,https://twitter.com/tackettzane/status/1595441947199492097,[],[],0,,False,1,1,0,,None,,,,,,,"[{'screen_name': 'iwearahoodie', 'name': 'Jason Smith', 'id': '4096918094'}, {'screen_name': 'ercwl', 'name': 'Bullric', 'id': '467535591'}]",,,,
14,1595227906791378946,1595063973627535360,1669166945000.0,2022-11-23 06:59:05,+0530,,@Saechiis @antiprosynth @CoinDesk @TornadoCash @jackschickler Should the us gov be in trouble for creating and releasing TOR then?,en,[],[],36094446,36094446,tackettzane,Zane Tackett,3,06,https://twitter.com/tackettzane/status/1595227906791378946,[],[],0,,False,4,1,0,,None,,,,,,,"[{'screen_name': 'Saechiis', 'name': 'Demian', 'id': '714061214553415680'}, {'screen_name': 'antiprosynth', 'name': 'antiprosynthesis.eth ⟠', 'id': '863083003081359362'}, {'screen_name': 'CoinDesk', 'name': 'CoinDesk', 'id': '1333467482'}, {'screen_name': 'TornadoCash', 'name': '🌪️ Tornado.cash 🌪️', 'id': '1154795176507969543'}, {'screen_name': 'jackschickler', 'name': 'Jack Schickler', 'id': '200461396'}]",,,,
15,1595102810395541504,1595056966191251459,1669137120000.0,2022-11-22 22:42:00,+0530,,@cmsholdings So what you’re saying is with crypto being set back all these years… crypto right now is like the internet in the early 90s?,en,[],[],36094446,36094446,tackettzane,Zane Tackett,2,22,https://twitter.com/tackettzane/status/1595102810395541504,[],[],0,,False,64,11,3,,None,,,,,,,"[{'screen_name': 'cmsholdings', 'name': 'ChristMaS', 'id': '1196542741871771648'}]",,,,
16,1595101978681827328,1595013420172165122,1669136921000.0,2022-11-22 22:38:41,+0530,,"@ashiiirg @Timccopeland this was neither ftx nor alameda, it was put on by ex employees that started their own company.",en,[],[],36094446,36094446,tackettzane,Zane Tackett,2,22,https://twitter.com/tackettzane/status/1595101978681827328,[],[],0,,False,3,1,0,,None,,,,,,,"[{'screen_name': 'ashiiirg', 'name': 'Gruder.eth', 'id': '1485359570532941826'}, {'screen_name': 'Timccopeland', 'name': ""Cope (it's, over)"", 'id': '953233327238021120'}]",,,,
17,1595034573116694529,1595013420172165122,1669120851000.0,2022-11-22 18:10:51,+0530,,"@Timccopeland That was a SWIM (ex alameda traders) party, not ftx.",en,[],[],36094446,36094446,tackettzane,Zane Tackett,2,18,https://twitter.com/tackettzane/status/1595034573116694529,[],[],0,,False,3,4,0,,None,,,,,,,"[{'screen_name': 'Timccopeland', 'name': ""Cope (it's, over)"", 'id': '953233327238021120'}]",,,,
18,1594294719659790337,1593328180886061056,1668944456000.0,2022-11-20 17:10:56,+0530,,@0xStacking @GarlamWON @SBF_FTX @justinsuntron @heyibinance Holy shit. That’s nuts.,en,[],[],36094446,36094446,tackettzane,Zane Tackett,7,17,https://twitter.com/tackettzane/status/1594294719659790337,[],[],0,,False,2,4,0,,None,,,,,,,"[{'screen_name': '0xStacking', 'name': 'æ', 'id': '1332462615025553410'}, {'screen_name': 'GarlamWON', 'name': 'Garlam', 'id': '832429980508364800'}, {'screen_name': 'SBF_FTX', 'name': 'SBF', 'id': '1110877798820777986'}, {'screen_name': 'justinsuntron', 'name': 'H.E. Justin Sun🌞🇬🇩🇩🇲🔥', 'id': '902839045356744704'}, {'screen_name': 'heyibinance', 'name': 'Yi He', 'id': '1003840309166366721'}]",,,,
19,1594260816114876416,1593328180886061056,1668936373000.0,2022-11-20 14:56:13,+0530,,"@0xStacking @GarlamWON @SBF_FTX @justinsuntron @heyibinance Wait is that actually he yi? Def looks like her, but wasn’t sure.",en,[],[],36094446,36094446,tackettzane,Zane Tackett,7,14,https://twitter.com/tackettzane/status/1594260816114876416,[],[],0,,False,3,3,0,,None,,,,,,,"[{'screen_name': '0xStacking', 'name': 'æ', 'id': '1332462615025553410'}, {'screen_name': 'GarlamWON', 'name': 'Garlam', 'id': '832429980508364800'}, {'screen_name': 'SBF_FTX', 'name': 'SBF', 'id': '1110877798820777986'}, {'screen_name': 'justinsuntron', 'name': 'H.E. Justin Sun🌞🇬🇩🇩🇲🔥', 'id': '902839045356744704'}, {'screen_name': 'heyibinance', 'name': 'Yi He', 'id': '1003840309166366721'}]",,,,
