,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,1599873927408660482,1599867820707565568,1670274643000.0,2022-12-06 02:40:43,+0530,,@LayahHeilpern @thatstocksgirl Every time I lose a trade I double down until I spiral into bankruptcy,en,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,2,02,https://twitter.com/scooterxbt/status/1599873927408660482,[],[],0,,False,5,2,0,,None,,,,,,,"[{'screen_name': 'LayahHeilpern', 'name': 'Layah Heilpern', 'id': '455937214'}, {'screen_name': 'thatstocksgirl', 'name': 'TSG 💕', 'id': '300267443'}]",,,,
1,1599870529451630593,1599867483753959424,1670273833000.0,2022-12-06 02:27:13,+0530,,@cz_binance  https://t.co/q0mcIIh9zl,qme,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,2,02,https://twitter.com/scooterxbt/status/1599870529451630593,[],['https://pbs.twimg.com/media/FjPhxDaXoAAeOMw.jpg'],1,https://pbs.twimg.com/media/FjPhxDaXoAAeOMw.jpg,False,46,1,1,,None,,,,,,,[],,,,
2,1599870125116518400,1599858166359068676,1670273736000.0,2022-12-06 02:25:36,+0530,,@RepMaxineWaters @SBF_FTX  https://t.co/CsS2XQiFq5,qme,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,2,02,https://twitter.com/scooterxbt/status/1599870125116518400,[],['https://pbs.twimg.com/media/FjPhZf_WYAggQvO.jpg'],1,https://pbs.twimg.com/media/FjPhZf_WYAggQvO.jpg,False,87,2,2,,None,,,,,,,"[{'screen_name': 'RepMaxineWaters', 'name': 'Maxine Waters', 'id': '36686040'}]",,,,
3,1599869892974419968,1599869892974419968,1670273681000.0,2022-12-06 02:24:41,+0530,,I doubled down last night in profit and woke up to multiple liquidation emails  https://t.co/rIKL3xh6nR,en,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,2,02,https://twitter.com/scooterxbt/status/1599869892974419968,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1599869879787610120/pu/img/F8dUDIu-5MgXoSoQ.jpg,False,33,6,3,,None,,,,,,,[],,,,
4,1599731767392763905,1599705140772093954,1670240749000.0,2022-12-05 17:15:49,+0530,,@TheMoonCarl @cobie @Bybit_Official @MedievalEmpires Thank you Carl. Everybody deserves a second chance and you are no different. You are a genius and kasta happened to fail because of market conditions. Your new project is launching in a much healthier market. I will buy anything with your name attached to it,en,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,1,17,https://twitter.com/scooterxbt/status/1599731767392763905,[],[],0,,False,43,13,5,,None,,,,,,,"[{'screen_name': 'TheMoonCarl', 'name': 'Carl | The Moon 🌙', 'id': '978732571738755072'}, {'screen_name': 'cobie', 'name': 'Cobie', 'id': '2259434528'}, {'screen_name': 'Bybit_Official', 'name': 'Bybit', 'id': '999947328621395968'}, {'screen_name': 'MedievalEmpires', 'name': 'Medieval Empires | Token Launch 19 December', 'id': '1526821051983970305'}]",,,,
5,1599673034914222082,1599671964582391808,1670226746000.0,2022-12-05 13:22:26,+0530,,@elonmusk  https://t.co/GksyAMORaL,qme,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,1,13,https://twitter.com/scooterxbt/status/1599673034914222082,[],['https://pbs.twimg.com/media/FjMuJVDXEAA6OBz.jpg'],1,https://pbs.twimg.com/media/FjMuJVDXEAA6OBz.jpg,False,16,0,0,,None,,,,,,,[],,,,
6,1599604253693132801,1599602516932665346,1670210347000.0,2022-12-05 08:49:07,+0530,,@zerohedge I’m reading this tweet from the soup kitchen in Bronx because of her,en,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,1,08,https://twitter.com/scooterxbt/status/1599604253693132801,[],[],0,,False,77,2,2,,None,,,,,,,"[{'screen_name': 'zerohedge', 'name': 'zerohedge', 'id': '18856867'}]",,,,
7,1599565648891236352,1599565416627523584,1670201143000.0,2022-12-05 06:15:43,+0530,,@gainzy222 I keep it inside me,en,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,1,06,https://twitter.com/scooterxbt/status/1599565648891236352,[],[],0,,False,11,3,1,,None,,,,,,,"[{'screen_name': 'gainzy222', 'name': 'gainzy', 'id': '4107711'}]",,,,
8,1599525389558116352,1599525389558116352,1670191545000.0,2022-12-05 03:35:45,+0530,,Your favorite influencer shilled shitcoins and retired young. Meanwhile I stayed morally correct and got rugged by revenge of the nerds. Life just isn’t fair,en,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,1,03,https://twitter.com/scooterxbt/status/1599525389558116352,[],[],0,,False,180,11,11,,None,,,,,,,[],,,,
9,1599211111609344000,1599191630598533121,1670116615000.0,2022-12-04 06:46:55,+0530,,@100xAlena @NaniXBT  https://t.co/AZn5FnGuZ7,qme,[],[],1262818098035462144,1262818098035462144,scooterxbt,scooter,7,06,https://twitter.com/scooterxbt/status/1599211111609344000,[],['https://pbs.twimg.com/media/FjGKB29XgAA67U1.jpg'],1,https://pbs.twimg.com/media/FjGKB29XgAA67U1.jpg,False,14,1,1,,None,,,,,,,"[{'screen_name': '100xAlena', 'name': 'alena', 'id': '1556199578021466112'}]",,,,
